1.0	0.0001	3.4955823360000006e-08
1.0	0.001	1.2726552e-08
1.0	0.006	2.4860000000001233e-11
1.0	0.01	2.1836500000000012e-09
1.0	0.02	2.7210999999997684e-10
1.65	0.0001	1.473588206739394e-06
1.65	0.001	5.82180672969697e-07
1.65	0.006	2.5205260606060607e-07
1.65	0.01	7.326142424242427e-08
1.65	0.02	1.210067272727273e-07
2.0	0.0001	1.28212507584e-06
2.0	0.001	3.960123322644091e-07
2.0	0.006	8.877065600000001e-07
2.0	0.01	2.4435636000000003e-07
2.0	0.02	2.1008365499999996e-07
3.0	0.0001	1.2117913120000001e-08
3.0	0.001	2.28709139206431e-07
3.0	0.006	3.4793896333333333e-07
3.0	0.01	2.5188441666666663e-07
3.0	0.02	1.2139749333333333e-06
4.0	0.0001	1.3303918000000002e-09
4.0	0.001	1.3236144000000003e-09
4.0	0.006	1.1379767500000002e-08
4.0	0.01	1.4310187500000009e-08
4.0	0.02	8.464494999999999e-08
5.0	0.0001	-2.3721225600000006e-10
5.0	0.001	-3.5338863999999998e-09
5.0	0.006	-1.7394757999999994e-08
5.0	0.01	-4.306339e-08
5.0	0.02	-4.570550400000001e-08
6.0	0.0001	-3.495833333333334e-10
6.0	0.001	-3.978308e-09
6.0	0.006	-2.2540649999999994e-08
6.0	0.01	-2.1653985e-07
6.0	0.02	-4.38161695e-07
7.0	0.0001	9.435936000000002e-10
7.0	0.001	-2.2030651428571424e-09
7.0	0.006	-2.2109028571428572e-08
7.0	0.01	-2.23029e-07
7.0	0.02	-4.501667714285714e-07
